0.9436413913232238,0.9436413913232238,0.9436413913232238,0.9436413913232238,0.9436413913232238,0.9436413913232238,0.9436413913232238,0.9417407018421505,0.9394605371080286,0.9365479874045707,0.9333833594748773,0.9304729246287791,0.9270574984955302,0.9242754394525321,0.9213677216265919,0.9183344069129902,0.9142912256702213,0.9111334210488283,0.9079763893655152,0.9035577752979538,0.8982572198015966,0.8929584793518754,0.8890485977480251,0.881735667868885,0.8742995580057223,0.8663622873131384,0.8575464311707229,0.8491114381907838,0.8390434078616579,0.8287274482122629,0.8167804435104231,0.8053405881736442,0.7925223380030663,0.7739310211076249,0.7562268440538074,0.7365219381300481,0.7148182080520562,0.6917444278536639,0.6661738178793097,0.6349775571426807,0.5977877143568158,0.5549887484425066,0.4949644820040056,0.409643242294652,0.32592701611875713,0.3008720553003855,0.2788182080520562,0.24444841229849115,0.2060005762805825,0.16771654782462614,0.09503105952358956,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13,-7.905694150420945e-13

