0.934803125595692,0.9353369927416424,0.9346696866014301,0.9328026855401427,0.929473863712091,0.92615120105867,0.9230994382199774,0.9196551224925786,0.9164806326065367,0.913574568975373,0.9100128423744328,0.9055348012358109,0.9023783218407938,0.898437654333991,0.8943710888396229,0.8874305806390085,0.8833776188498104,0.8773718965003016,0.8696825497392932,0.8618774279436664,0.8525291014505433,0.8441050539533244,0.8344017813439857,0.8230377932518528,0.8129828680107031,0.7999858737336873,0.787141118156459,0.7714998275872319,0.752692784015132,0.7326500814334407,0.7130308461781494,0.6881145600656505,0.6643945481564142,0.6330101888398135,0.5970400124382671,0.5555117539472937,0.5019609524961364,0.42419270317289703,0.31806570957831887,0.29537311318122395,0.27444891942889826,0.2424082823304765,0.20596426974128676,0.1700575779397873,0.1081513966331954,0.021830405603603473,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12,-3.952847075210477e-12

