Fraction,N_pos,Correct,Total,Acc
1.0,4000,7627,8000,0.953375
1.0,4000,7374,8000,0.92175
1.0,4000,7130,8000,0.89125
1.0,4000,7130,8000,0.89125
1.0,4000,7130,8000,0.89125
1.0,4000,7130,8000,0.89125
1.0,4000,7130,8000,0.89125
1.0,4000,7130,8000,0.89125
1.0,4000,7130,8000,0.89125
1.0,4000,7615,8000,0.951875
