Fraction,N_pos,Correct,Total,Acc
0.001,4000,4269,8000,0.5265699399809398
0.002,4000,4000,8000,0.4929289321879738
0.005,4000,4000,8000,0.4929289321879738
0.01,4000,4000,8000,0.4929289321879738
0.02,4000,4000,8000,0.4929289321879738
0.05,4000,4150,8000,0.5116839081522437
0.1,4000,5034,8000,0.6224192708759396
0.2,4000,6737,8000,0.836968441372786
0.3,4000,7326,8000,0.9118218468079631
0.4,4000,7549,8000,0.9403632361130618
0.5,4000,7539,8000,0.9390794163073808
0.6,4000,7589,8000,0.9455029619063391
0.9,4000,7607,8000,0.9478184972394927
1.0,4000,7615,8000,0.9488481539937729
