Fraction,N_pos,Correct,Total,Acc
0.001,4000,4000,8000,0.5
0.002,4000,4000,8000,0.5
0.005,4000,4485,8000,0.560625
0.01,4000,4064,8000,0.508
0.02,4000,4000,8000,0.5
0.05,4000,4000,8000,0.5
0.1,4000,4046,8000,0.50575
0.2,4000,6826,8000,0.85325
0.3,4000,7505,8000,0.938125
0.4,4000,7509,8000,0.938625
0.5,4000,7583,8000,0.947875
0.6,4000,7613,8000,0.951625
0.9,4000,7598,8000,0.94975
1.0,4000,7615,8000,0.951875
